物件ID,物件名称,"类型
专门用于前置物件判定
还有代码块类型筛选判断","子类型
专门用于自动建造判定",建筑背包分类,Entity的Icon,Entity的描述,纹理1,补充纹理,物件逻辑投影,"前置物件
0，可以放置在任意类型的前置物件上",物件是否可自动建造,物件上是否可建造,建造高度,行走矮边高,行走高边高,物件高边 ,通行方向,血量,死亡掉落配方ID,"技能作用类型
 0.未知类型
 1.玩家
 2.木头
 3.草
 4.石头
 5.建筑
 6.机器人
 7.怪物

",受击特效,受击音效,物件防御,掉落经验,物件等级,地形类型,是否有缓动效果,场景效果根锚点,照亮范围,玩家经过是否半透,身体大小(半径像素),不显示在代码块下拉中,代码界面中物品排序ID,属性控件,idle效果,死亡效果,代码库ID,是否是地块
10000130,埃及大地板,5,,4,aj_2_2_03ic,埃及大地板,aj_2_2_03,,"15,15;15,15","7,10,17",0,0,5,5,5,0,"15,15;15,15",,,,,,,,,,,,,0,,,,10001,,,1002,
10000131,埃及木乃伊墙,5,,4,aj_3_2_01ic,埃及木乃伊墙,aj_3_2_01,,"15,15;15,15;15,15","7,10,17",0,0,236,236,236,0,"0,0;0,0;0,0",,,,,,,,,,,,,1,,,,10001,,,1002,
10000132,埃及复活石,5,,4,aj_3_3_01ic,埃及复活石,aj_3_3_01,,"15,15,15;15,15,15;15,15,15","7,10,17",0,0,335,335,335,0,"0,0,0;0,0,0;0,0,0",,,,,,,,,,,,,1,,,,10001,,,1002,
10000133,埃及神鸟雕像,5,,4,aj_4_4_01ic,埃及神鸟雕像,aj_4_4_01,,"15,15,15,15;15,15,15,15;15,15,15,15;15,15,15,15","7,10,17",0,0,250,250,250,0,"0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0",,,,,,,,,,,,,1,,,,10001,,,1002,
10000134,大沙漏,5,,4,FengYouWT_shalouDa_00ic,大沙漏,FengYouWT_shalouDa_00,,"15,15,15;15,15,15;15,15,15","7,10,17",0,0,550,550,550,0,"0,0,0;0,0,0;0,0,0",,,,,,,,,,,,,1,,,,10001,,,1002,
10000135,中沙漏,5,,4,FengYouWT_shalouZhong_00ic,中沙漏,FengYouWT_shalouZhong_00,,"15,15,15;15,15,15;15,15,15","7,10,17",0,0,390,390,390,0,"0,0,0;0,0,0;0,0,0",,,,,,,,,,,,,1,,,,10001,,,1002,
10000136,小沙漏,5,,4,FengYouWT_shalouXiao_00ic,小沙漏,FengYouWT_shalouXiao_00,,"15,15,15;15,15,15;15,15,15","7,10,17",0,0,320,320,320,0,"0,0,0;0,0,0;0,0,0",,,,,,,,,,,,,1,,,,10001,,,1002,
10000201,变化火柱,5,,4,QiQiqoWT_HuoZhu_00ic,变化火柱,QiQiqoWT_HuoZhu_00,,15,0,0,0,95,95,95,0,0,,,,,,,,,,,,,1,,,,10001,,,1002,
10000202,可建造水块,6,,4,QiQiqoWT_KeJianShui_00ic,可建造水块,QiQiqoWT_KeJianShui_00,,15,16,1,1,40,40,40,0,0,,,,,,,,,,,,,0,,,,10001,,,1002,1
10000203,四格桥,2,,4,QiQiqoWT_LiangGeQiao_00ic,四格桥,QiQiqoWT_LiangGeQiao_00,,"15,15;15,15",6,0,1,35,35,35,0,"15,0;15,0",,,,,,,,,,,,,0,,,,10001,,,1002,
10000204,七桥欧拉NPC,5,,4,QiQiqoWT_OuL_00ic,七桥欧拉NPC,QiQiqoWT_OuL_00,,15,0,0,0,186,186,186,0,0,,,,,,,,,,,,,0,,,,10001,,,1002,
10000205,四格桥转角,2,,4,QiQiqoWT_GDQiao_00ic,四格桥转角,QiQiqoWT_GDQiao_00,,"15,15;15,15",6,0,1,35,35,35,0,"15,15;15,15",,,,,,,,,,,,,0,,,,10001,,,1002,
10000206,四节点黑板一,5,,4,QiQiqoWT_SQHB_00ic,四节点黑板一,QiQiqoWT_SQHB_02,,"15,15,15,15;15,15,15,15",0,0,0,120,120,120,0,"0,0,0,0;0,0,0,0",,,,,,,,,,,,,1,,,,10001,,,1002,
10000207,四节点黑板二,5,,4,QiQiqoWT_SQHB_01ic,四节点黑板二,QiQiqoWT_SQHB_01,,"15,15;15,15;15,15;15,15",0,0,0,120,120,120,0,"0,0;0,0;0,0;0,0",,,,,,,,,,,,,1,,,,10001,,,1002,
10000208,五节点黑板一,5,,4,QiQiqoWT_WQHB_00ic,五节点黑板一,QiQiqoWT_WQHB_00,,"15,15;15,15;15,15;15,15",0,0,0,120,120,120,0,"0,0;0,0;0,0;0,0",,,,,,,,,,,,,1,,,,10001,,,1002,
10000209,五节点黑板二,5,,4,QiQiqoWT_WQHB_01ic,五节点黑板二,QiQiqoWT_WQHB_01,,"15,15;15,15;15,15;15,15",0,0,0,120,120,120,0,"0,0;0,0;0,0;0,0",,,,,,,,,,,,,1,,,,10001,,,1002,
10000210,重置按钮,5,,4,QiQiqoWT_CZAN_00ic,重置按钮,QiQiqoWT_CZAN_00,,15,0,0,0,8,8,8,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000211,七桥计数器,5,,4,QiQiqoWT_QQJSQ_00ic,七桥计数器,QiQiqoWT_QQJSQ_00,,15,0,0,1,60,60,60,0,0,,,,,,,,,,,,,1,,,,10001,,,1002,
10000212,七桥装饰水1,6,,4,QiQiqoWT_KeJianShui_01ic,七桥装饰水1,QiQiqoWT_KeJianShui_01,,15,16,0,1,40,40,40,0,0,,,,,,,,,,,,,0,,,,10001,,,1002,1
10000213,七桥装饰水2,6,,4,QiQiqoWT_KeJianShui_02ic,七桥装饰水2,QiQiqoWT_KeJianShui_02,,15,16,0,1,40,40,40,0,0,,,,,,,,,,,,,0,,,,10001,,,1002,1
10000214,七桥装饰水3,6,,4,QiQiqoWT_KeJianShui_03ic,七桥装饰水3,QiQiqoWT_KeJianShui_03,,15,16,0,1,40,40,40,0,0,,,,,,,,,,,,,0,,,,10001,,,1002,1
10000215,七桥装饰水4,6,,4,QiQiqoWT_KeJianShui_04ic,七桥装饰水4,QiQiqoWT_KeJianShui_04,,15,16,0,1,40,40,40,0,0,,,,,,,,,,,,,0,,,,10001,,,1002,1
10000216,七桥装饰水5,6,,4,QiQiqoWT_KeJianShui_05ic,七桥装饰水5,QiQiqoWT_KeJianShui_05,,15,16,0,1,40,40,40,0,0,,,,,,,,,,,,,0,,,,10001,,,1002,1
10000217,抽象黑板正确,5,,4,QiQiqoWT_CXHBDui_00ic,抽象黑板正确,QiQiqoWT_CXHBDui_00,,"15,15",0,0,0,120,120,120,0,"0,0",,,,,,,,,,,,,1,,,,10001,,,1002,
10000218,抽象黑板错误,5,,4,QiQiqoWT_CXHBCuo_00ic,抽象黑板错误,QiQiqoWT_CXHBCuo_00,,"15,15",0,0,0,120,120,120,0,"0,0",,,,,,,,,,,,,1,,,,10001,,,1002,
10000219,奖励金币,5,,4,QiQiqoWT_JLJinBi_00ic,奖励金币,QiQiqoWT_JLJinBi_00,,15,0,0,0,50,1,1,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000220,数字地块,7,,4,QiQiqoWT_ShuZiDK_00ic,数字地块,QiQiqoWT_ShuZiDK_00,,"15,15;15,15",16,0,1,65,65,65,0,"15,15;15,15",,,,,,,,,,,,,0,,,,10001,,,1002,1
10000221,地面数字,5,,4,QiQiqoWT_ShuZiDK_00ic,地面数字,QiQiqoWT_DiMianSZ_00,,"15,15;15,15",0,0,0,1,1,1,0,"15,15;15,15",,,,,,,,,,,,,0,,,,10001,,,1002,
10000222,禁止通行,5,,4,QiQiqoWT_BuKeTX_00ic,禁止通行,QiQiqoWT_BuKeTX_00,,15,0,0,0,105,105,105,0,0,,,,,,,,,,,,,0,,,,10001,,,1002,
10000223,准许通行,5,,4,QiQiqoWT_KeTX_00ic,准许通行,QiQiqoWT_BuKeTX_01,,15,0,0,0,1,1,1,0,15,,,,,,,,,,,,,1,,,,10001,,,1002,
10000224,侧上箭头,5,,4,QiQiqoWT_ZuoShangJT_00ic,侧上箭头,QiQiqoWT_ZuoShangJT_00,,15,0,0,0,92,92,92,0,0,,,,,,,,,,,,,0,,,,10001,,,1002,
10000225,侧下箭头,5,,4,QiQiqoWT_ZuoxiaJT_00ic,侧下箭头,QiQiqoWT_ZuoxiaJT_00,,15,0,0,0,92,92,92,0,0,,,,,,,,,,,,,0,,,,10001,,,1002,
10000226,投影侧上,5,,4,QiQiqoWT_TouYingJT2_00ic,投影侧上,QiQiqoWT_TouYingJT2_00,,15,0,0,0,100,100,100,0,0,,,,,,,,,,,,,0,,,,10001,,,1002,
10000227,投影侧下,5,,4,QiQiqoWT_TouYingJT1_00ic,投影侧下,QiQiqoWT_TouYingJT1_00,,15,0,0,0,100,100,100,0,0,,,,,,,,,,,,,0,,,,10001,,,1002,
10000228,侧上牌子,5,,4,QiQiqoWT_PaiZiZS_00ic,侧上牌子,QiQiqoWT_PaiZiZS_00,,15,0,0,0,100,100,100,0,0,,,,,,,,,,,,,0,,,,10001,,,1002,
10000229,侧下牌子,5,,4,QiQiqoWT_PaiZiZX_00ic,侧下牌子,QiQiqoWT_PaiZiZX_00,,15,0,0,0,100,100,100,0,0,,,,,,,,,,,,,0,,,,10001,,,1002,
10000230,投影准许,5,,4,QiQiqoWT_TouYingBZ1_00ic,投影准许,QiQiqoWT_TouYingBZ1_00,,15,0,0,0,1,1,1,0,0,,,,,,,,,,,,,1,,,,10001,,,1002,
10000231,投影禁止,5,,4,QiQiqoWT_TouYingBZ2_00ic,投影禁止,QiQiqoWT_TouYingBZ2_00,,15,0,0,0,105,105,105,0,0,,,,,,,,,,,,,0,,,,10001,,,1002,
10000232,禁止标志,5,,4,QiQiqoWT_JinZhiBZ1_00ic,禁止标志,QiQiqoWT_JinZhiBZ1_00,,15,0,0,0,100,100,100,0,0,,,,,,,,,,,,,0,,,,10001,,,1002,
10000233,禁止标志2,5,,4,QiQiqoWT_JinZhiBZ2_00ic,禁止标志2,QiQiqoWT_JinZhiBZ2_00,,15,0,0,0,100,100,100,0,0,,,,,,,,,,,,,0,,,,10001,,,1002,
10000234,允许标志,5,,4,QiQiqoWT_JinZhiBZ3_00ic,允许标志,QiQiqoWT_JinZhiBZ3_00,,15,0,0,0,100,100,100,0,0,,,,,,,,,,,,,0,,,,10001,,,1002,
10000235,W按钮,5,,4,QiQiqoWT_QQJPW_00ic,W按钮,QiQiqoWT_QQJPW_00,,15,0,0,1,50,8,8,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000236,A按钮,5,,4,QiQiqoWT_QQJPA_00ic,A按钮,QiQiqoWT_QQJPA_00,,15,0,0,1,50,8,8,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000237,S按钮,5,,4,QiQiqoWT_QQJPS_00ic,S按钮,QiQiqoWT_QQJPS_00,,15,0,0,1,50,8,8,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000238,D按钮,5,,4,QiQiqoWT_QQJPD_00ic,D按钮,QiQiqoWT_QQJPD_00,,15,0,0,1,50,8,8,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000239,七桥抽象黑板,5,,4,QiQiqoWT_QQCXHB_00ic,七桥抽象黑板,QiQiqoWT_QQCXHB_00,,"15,15,15,15;15,15,15,15;15,15,15,15;15,15,15,15","7,10,17",0,1,300,8,8,0,"15,15,0,0;15,0,0,0;0,0,0,15;0,0,15,15",,,,,,,,,,,,,1,,,,10001,,,1002,
10000240,移动代码块,5,,4,QiQiqoWT_codeBlock1ic,移动代码块,QiQiqoWT_codeBlock1,,"15,15",10,0,1,35,35,35,0,"0,0",,,,,,,,,,,,,0,,,,10001,,,1002,
10000241,变化代码块,5,,4,QiQiqoWT_codeBlock2ic,变化代码块,QiQiqoWT_codeBlock2,,"15,15",10,0,1,35,35,35,0,"0,0",,,,,,,,,,,,,0,,,,10001,,,1002,
10000242,开门代码块,5,,4,QiQiqoWT_codeBlock3ic,开门代码块,QiQiqoWT_codeBlock3,,"15,15",10,0,1,35,35,35,0,"0,0",,,,,,,,,,,,,0,,,,10001,,,1002,
10000243,helloWorld代码块,5,,4,QiQiqoWT_codeBlock4ic,helloWorld代码块,QiQiqoWT_codeBlock4,,"15,15",10,0,1,35,35,35,0,"0,0",,,,,,,,,,,,,0,,,,10001,,,1002,
10000244,开始代码块,5,,4,QiQiqoWT_codeBlock5ic,开始代码块,QiQiqoWT_codeBlock5,,"15,15",10,0,1,35,35,35,0,"0,0",,,,,,,,,,,,,0,,,,10001,,,1002,
10000245,代码块底纹-开始,10,,4,QiQiqoWT_codeBlock6ic,代码块底纹1,QiQiqoWT_codeBlock6,,"15,15",0,0,1,0,0,0,0,"15,15",,,,,,,,,,,,,0,,,,10001,,,1002,
10000246,代码块底纹-当被碰到,10,,4,QiQiqoWT_codeBlock7ic,代码块底纹2,QiQiqoWT_codeBlock9,,"15,15",0,0,1,0,0,0,0,"15,15",,,,,,,,,,,,,0,,,,10001,,,1002,
10000247,代码块连线1,10,,4,QiQiqoWT_thread1,代码块连线1,QiQiqoWT_thread1,,15,0,0,1,0,0,0,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000248,代码块连线2,10,,4,QiQiqoWT_thread2,代码块连线2,QiQiqoWT_thread2,,15,0,0,1,0,0,0,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000249,代码块连线3,10,,4,QiQiqoWT_thread3,代码块连线3,QiQiqoWT_thread3,,15,0,0,1,0,0,0,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000250,代码块连线4,10,,4,QiQiqoWT_thread4,代码块连线4,QiQiqoWT_thread4,,15,0,0,1,0,0,0,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000251,代码块连线5,10,,4,QiQiqoWT_thread5,代码块连线5,QiQiqoWT_thread5,,15,0,0,1,0,0,0,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000252,代码块连线6,10,,4,QiQiqoWT_thread6,代码块连线6,QiQiqoWT_thread6,,15,0,0,1,0,0,0,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000253,代码块连线7,10,,4,QiQiqoWT_thread7,代码块连线7,QiQiqoWT_thread7,,15,0,0,1,0,0,0,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000254,平头树,5,,4,QiQiqoWT_PingTouShu_00ic,平头树,zxmt_tsd_shu2,,15,0,0,0,335,335,335,0,0,,,,,,,,,,,,,0,,,,10001,,,1002,
10000255,有鸟的树,5,,4,QiQiqoWT_YouNiaoDeShu_00ic,有鸟的树,cx_2_2_01,,15,0,0,0,330,330,330,0,0,,,,,,,,,,,,,0,,,,10001,,,1002,
10000256,小橙花,5,,4,QiQiqoWT_XiaoChenHua_00ic,小橙花,cx_1_1_02,,15,0,0,0,1,1,1,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000257,三朵樱花,5,,4,QiQiqoWT_SanDuoHua_00ic,三朵樱花,caoyuanmt1003,,15,0,0,0,1,1,1,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000258,两朵樱花,5,,4,caoyuanmt1002ic,两朵樱花,caoyuanmt1002,,15,0,0,0,1,1,1,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000259,整束樱花,5,,4,ictl_1_1_06,整束樱花,tl_1_1_06,,15,0,0,0,1,1,1,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000260,七桥栅栏,5,,4,tl_2_1_01ic,七桥栅栏,tl_2_1_01,,15;15,0,0,0,110,110,110,0,0;0,,,,,,,,,,,,,0,,,,10001,,,1002,
10000261,三棵树,5,,4,wgk_2_1_01ic,三棵树,wgk_2_1_01,,15;15,0,0,0,235,235,235,0,0;0,,,,,,,,,,,,,0,,,,10001,,,1002,
10000262,代码块连线8,10,,4,QiQiqoWT_thread8,代码块连线8,QiQiqoWT_thread8,,15,0,0,1,0,0,0,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000263,对错按钮,5,,4,DaTiDao_DTCuoWuAN_00ic,答题错按钮,DaTiDao_DTCuoWuAN_00,,15,0,0,1,7,1,1,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000264,一格桥,2,,4,QiQiqoWT_WuShuiQiao_00ic,一格桥,QiQiqoWT_WuShuiQiao_00,,15,6,0,1,35,35,35,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000265,代码块底纹3-变化,10,,4,QiQiqoWT_codeBlock7ic,代码块底纹3-变化,QiQiqoWT_codeBlock7,,"15,15",0,0,1,0,0,0,0,"15,15",,,,,,,,,,,,,0,,,,10001,,,1002,
10000266,代码块底纹4-充能,10,,4,QiQiqoWT_codeBlock7ic,代码块底纹4-充能,QiQiqoWT_codeBlock8,,"15,15",0,0,1,0,0,0,0,"15,15",,,,,,,,,,,,,0,,,,10001,,,1002,
10000267,代码块-当被碰到,5,,4,QiQiqoWT_codeBlock5ic,代码块-当被碰到,QiQiqoWT_codeBlock11,,"15,15",10,0,1,35,35,35,0,"0,0",,,,,,,,,,,,,0,,,,10001,,,1002,
10000268,代码块-充能,5,,4,QiQiqoWT_codeBlock5ic,代码块-充能,QiQiqoWT_codeBlock10,,"15,15",10,0,1,35,35,35,0,"0,0",,,,,,,,,,,,,0,,,,10001,,,1002,
10000269,3点3桥大黑板,5,,4,QiQiqoWT_3D3QDHB_01ic,3点3桥大黑板,QiQiqoWT_3D3QDHB_01,,"15,15;15,15;15,15;15,15",0,0,0,120,120,120,0,"0,0;0,0;0,0;0,0",,,,,,,,,,,,,1,,,,10001,,,1002,
10000270,4点5桥大黑板,5,,4,QiQiqoWT_4D5QDHB_00ic,4点5桥大黑板,QiQiqoWT_4D5QDHB_00,,"15,15;15,15;15,15;15,15",0,0,0,120,120,120,0,"0,0;0,0;0,0;0,0",,,,,,,,,,,,,1,,,,10001,,,1002,
10000271,梅花,5,,4,QiQiqoWT_MeiHua01,梅花,QiQiqoWT_MeiHua01,,15,0,0,0,0,0,0,0,15,,,,,,,,,,,,,1,,,,10001,,,1002,
10000272,喷泉,5,,4,QiQiqoWT_Spring_00,喷泉,QiQiqoWT_Spring_00,,"15,15;15,15",0,0,0,0,0,0,0,"0,0;0,0",,,,,,,,,,,,,1,,,,10001,,,1002,
10000273,七桥装饰水6,6,,4,QiQiqoWT_KeJianShui_06,七桥装饰水6,QiQiqoWT_KeJianShui_06,,15,16,0,1,40,40,40,0,0,,,,,,,,,,,,,0,,,,10001,,,1002,1
10000274,长椅正面,5,,4,QiQiqoWT_changyi_01,长椅正面,QiQiqoWT_changyi_01,,"15,15;15,15",0,0,1,40,40,40,0,"15,15;15,15",,,,,,,,,,,,,0,,,,10001,,,1002,
10000275,长椅背面,5,,4,QiQiqoWT_changyi_02,长椅背面,QiQiqoWT_changyi_02,,"15,15;15,15",0,0,1,40,40,40,0,"15,15;15,15",,,,,,,,,,,,,0,,,,10001,,,1002,
10000276,花1,5,,4,QiQiqoWT_flower_01,花1,QiQiqoWT_flower_01,,15,0,0,1,85,85,85,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000277,花2,5,,4,QiQiqoWT_flower_02,花2,QiQiqoWT_flower_02,,15;15,0,0,1,95,95,95,0,0;0,,,,,,,,,,,,,0,,,,10001,,,1002,
10000278,花3,5,,4,QiQiqoWT_flower_03,花3,QiQiqoWT_flower_03,,15,0,0,1,1,1,1,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000279,花4,5,,4,QiQiqoWT_flower_04,花4,QiQiqoWT_flower_04,,15,0,0,1,100,100,100,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000280,灌木1,5,,4,QiQiqoWT_Guanmu_01,灌木1,QiQiqoWT_Guanmu_01,,15,0,0,1,70,70,70,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000281,灌木2,5,,4,QiQiqoWT_Guanmu_02,灌木2,QiQiqoWT_Guanmu_02,,15,0,0,1,70,70,70,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000282,灌木3,5,,4,QiQiqoWT_Guanmu_03,灌木3,QiQiqoWT_Guanmu_03,,15,0,0,1,70,70,70,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000283,灌木4,5,,4,QiQiqoWT_Guanmu_04,灌木4,QiQiqoWT_Guanmu_04,,15,0,0,1,70,70,70,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000284,灌木5,5,,4,QiQiqoWT_Guanmu_05,灌木5,QiQiqoWT_Guanmu_05,,15,0,0,1,70,70,70,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000285,灌木6,5,,4,QiQiqoWT_Guanmu_06,灌木6,QiQiqoWT_Guanmu_06,,15,0,0,1,70,70,70,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000286,灌木7,5,,4,QiQiqoWT_Guanmu_07,灌木7,QiQiqoWT_Guanmu_07,,15,0,0,1,70,70,70,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000287,灌木8,5,,4,QiQiqoWT_Guanmu_08,灌木8,QiQiqoWT_Guanmu_08,,15,0,0,1,70,70,70,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000288,灌木9,5,,4,QiQiqoWT_Guanmu_09,灌木9,QiQiqoWT_Guanmu_09,,15,0,0,1,70,70,70,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000289,花坛1,5,,4,QiQiqoWT_Huatan_01,花坛1,QiQiqoWT_Huatan_01,,15,0,0,1,1,1,1,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000290,花坛2,5,,4,QiQiqoWT_Huatan_02,花坛2,QiQiqoWT_Huatan_02,,15,0,0,1,1,1,1,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000291,花坛3,5,,4,QiQiqoWT_Huatan_03,花坛3,QiQiqoWT_Huatan_03,,15,0,0,1,1,1,1,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000292,花坛4,5,,4,QiQiqoWT_Huatan_04,花坛4,QiQiqoWT_Huatan_04,,15,0,0,1,1,1,1,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000293,花坛5,5,,4,QiQiqoWT_Huatan_05,花坛5,QiQiqoWT_Huatan_05,,15,0,0,1,1,1,1,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000294,花坛6,5,,4,QiQiqoWT_Huatan_06,花坛6,QiQiqoWT_Huatan_06,,15,0,0,1,1,1,1,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000295,路灯1,5,,4,QiQiqoWT_Ludeng_01,路灯1,QiQiqoWT_Ludeng_01,,15,0,0,1,1,1,1,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000296,路灯2,5,,4,QiQiqoWT_Ludeng_02,路灯2,QiQiqoWT_Ludeng_02,,15,0,0,1,1,1,1,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000297,石墩1,5,,4,QiQiqoWT_shidun_01,石墩1,QiQiqoWT_shidun_01,,15,0,0,1,70,70,70,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000298,石墩2,5,,4,QiQiqoWT_shidun_02,石墩2,QiQiqoWT_shidun_02,,15,0,0,1,70,70,70,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000301,砖块1,10,,4,liangduan_1ic,两端问题-砖块1,liangduan_1,,15,0,1,1,15,15,15,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000302,砖块2,10,,4,liangduan_2ic,两端问题-砖块2,liangduan_2,,15,0,1,1,15,15,15,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000303,土块,10,,4,liangduan_3ic,两端问题-土块,liangduan_3,,15,0,1,1,15,15,15,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000304,路1,10,,4,liangduan_4ic,两端问题-路1,liangduan_4,,15,0,1,1,5,5,5,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000305,路2,10,,4,liangduan_5ic,两端问题-路2,liangduan_5,,15,0,1,1,5,5,5,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000306,路3,10,,4,liangduan_6ic,两端问题-路3,liangduan_6,,15,0,1,1,5,5,5,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000307,路4,10,,4,liangduan_7ic,两端问题-路4,liangduan_7,,15,0,1,1,5,5,5,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000308,路5,10,,4,liangduan_8ic,两端问题-路5,liangduan_8,,15,0,1,1,5,5,5,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000309,路6,10,,4,liangduan_9ic,两端问题-路6,liangduan_9,,15,0,1,1,5,5,5,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000310,路7,10,,4,liangduan_10ic,两端问题-路7,liangduan_10,,15,0,1,1,5,5,5,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000311,路8,10,,4,liangduan_11ic,两端问题-路8,liangduan_11,,15,0,1,1,5,5,5,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000312,路9,10,,4,liangduan_12ic,两端问题-路9,liangduan_12,,15,0,1,1,5,5,5,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000313,路10,10,,4,liangduan_13ic,两端问题-路10,liangduan_13,,15,0,1,1,5,5,5,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000314,路11,10,,4,liangduan_14,两端问题-路11,liangduan_14,,15,0,1,1,5,5,5,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000315,路12,10,,4,liangduan_15,两端问题-路12,liangduan_15,,15,0,1,1,5,5,5,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000316,路13,10,,4,liangduan_16,两端问题-路13,liangduan_16,,15,0,1,1,5,5,5,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000317,路14,10,,4,liangduan_17,两端问题-路14,liangduan_17,,15,0,1,1,5,5,5,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000318,路15,10,,4,liangduan_18,两端问题-路15,liangduan_18,,15,0,1,1,5,5,5,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000319,路16,10,,4,liangduan_19,两端问题-路16,liangduan_19,,15,0,1,1,5,5,5,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000320,路17,10,,4,liangduan_20,两端问题-路17,liangduan_20,,15,0,1,1,5,5,5,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000321,路18,10,,4,liangduan_21,两端问题-路18,liangduan_21,,15,0,1,1,5,5,5,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000322,路19,10,,4,liangduan_22,两端问题-路19,liangduan_22,,15,0,1,1,5,5,5,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000323,路20,10,,4,liangduan_23,两端问题-路20,liangduan_23,,15,0,1,1,5,5,5,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000324,路21,10,,4,liangduan_24,两端问题-路21,liangduan_24,,15,0,1,1,5,5,5,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000325,路22,10,,4,liangduan_25,两端问题-路22,liangduan_25,,15,0,1,1,5,5,5,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000326,路23,10,,4,liangduan_26,两端问题-路23,liangduan_26,,15,0,1,1,5,5,5,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000327,路24,10,,4,liangduan_27,两端问题-路24,liangduan_27,,15,0,1,1,5,5,5,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000328,路25,10,,4,liangduan_28,两端问题-路25,liangduan_28,,15,0,1,1,5,5,5,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
10000329,路26,10,,4,liangduan_29,两端问题-路26,liangduan_29,,15,0,1,1,5,5,5,0,15,,,,,,,,,,,,,0,,,,10001,,,1002,
