物件ID1,物件名称1,素材分组,"类型
专门用于前置物件判定
还有代码块类型筛选判断","建筑背包分类
（素材库的分类）",素材标签,Entity的Icon,Entity的描述,纹理1,补充纹理,动画名字,物件逻辑投影,建造高度,属性控件,代码库,行走矮边高,行走高边高,物件高边 ,通行方向,是否是地块,idle效果,场景效果根锚点,,光效,光效锚点偏移,掉落,素材库展示类型,正视角素材库ICON,正视角地图纹理,正视角地图建造高度,正视角地图行走矮边高,正视角地图行走高边高,正视角地图效果根锚点,正视角地图光效锚点偏移,"资源类型
1：2D贴图（默认）
2：2D动画
3：3D模型","资源路径
- 不用后缀
- 相对各自文件夹目录",朝向相机,"是否水平放置
- 比如地板
- 对3D无效"
20070069,魔法森林·栅栏1,,5,-2,魔法森林物件,,,,,,15,,10001,1002,,,0,13,,,,,,,,2,Z_mfsl_1_1_18_ic,Z_mfsl_1_1_18,38,1,1,,,,,1,
20070070,魔法森林·栅栏2,,5,-2,魔法森林物件,,,,,,15,,10001,1002,,,0,14,,,,,,,,2,Z_mfsl_1_1_19_ic,Z_mfsl_1_1_19,38,1,1,,,,,1,
20070071,魔法森林·栅栏3,,5,-2,魔法森林物件,,,,,,15,,10001,1002,,,0,11,,,,,,,,2,Z_mfsl_1_1_20_ic,Z_mfsl_1_1_20,38,1,1,,,,,1,
20070072,魔法森林·石头1,,5,1,魔法森林物件,,,,,,15;15,,10001,1002,,,0,15;15,,,,,,,,2,Z_mfsl_1_2_02_ic,Z_mfsl_1_2_02,80,80,80,,,,,1,
20070073,魔法森林·石头2,,5,1,魔法森林物件,,,,,,"15,15",,10001,1002,,,0,"15,15",,,,,,,,2,Z_mfsl_2_1_03_ic,Z_mfsl_2_1_03,80,80,80,,,,,1,
20070074,魔法森林·石头3,,5,1,魔法森林物件,,,,,,"15,15",,10001,1002,,,0,"15,15",,,,,,,,2,Z_mfsl_2_1_04_ic,Z_mfsl_2_1_04,90,90,90,,,,,1,
20070075,月之泉,,5,-2,魔法森林物件,,,,,,"15,15,15,15;15,15,15,15;15,15,15,15;15,15,15,15",,10001,1002,,,0,"15,15,15,15;15,15,15,15;15,15,15,15;15,15,15,15",,,,,,,,2,JRL1_4_4_01_ic,JRL1_4_4_01,1,1,1,,,,,1,
20070076,城堡,,5,2,魔法森林物件,,,,,,"15,15,15,15,15,15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15,15,15,15,15,15",,10001,1002,,,0,"15,15,15,15,15,15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15,15,15,15,15,15",,,,,,,,2,JRL4_14_6_01_ic,JRL4_14_6_01,500,500,500,,,,,1,
20080001,肉食恐龙爪印1,,5,-2,恐龙时代素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,SCL0_1_1_01_ic,SCL0_1_1_01,1,1,1,,,,,1,
20080002,草食恐龙爪印1,,5,-2,恐龙时代素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,SCL0_1_1_02_ic,SCL0_1_1_02,1,1,1,,,,,1,
20080003,肉食恐龙爪印2,,5,-2,恐龙时代素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,SCL0_1_1_03_ic,SCL0_1_1_03,1,1,1,,,,,1,
20080004,草食恐龙爪印2,,5,-2,恐龙时代素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,SCL0_1_1_04_ic,SCL0_1_1_04,1,1,1,,,,,1,
20080005,恐龙蛋碎裂,,5,-2,恐龙时代素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,SCL0_1_1_05_ic,SCL0_1_1_05,55,55,55,,,,,1,
20080006,恐龙蛋1,,5,-2,恐龙时代素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,SCL0_1_1_06_ic,SCL0_1_1_06,95,95,95,,,,,1,
20080007,恐龙陷阱收纳,,5,-2,恐龙时代素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,SCL0_1_1_07_ic,SCL0_1_1_07,8,8,8,,,,,1,
20080008,重置物件,,5,-2,重置,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,SCL0_1_1_08_ic,SCL0_1_1_08,9,9,9,,,,,1,
20080009,破碎桥梁1,,5,-2,桥,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,SCL0_1_1_09_ic,SCL0_1_1_09,0,0,0,,,,,1,
20080010,破碎桥梁2,,5,-2,桥,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,SCL0_1_1_10_ic,SCL0_1_1_10,0,0,0,,,,,1,
20080011,蓝色桥板,,5,-2,桥,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,SCL0_1_1_11_ic,SCL0_1_1_11,5,5,5,,,,,1,
20080012,白色桥板,,5,-2,桥,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,SCL0_1_1_12_ic,SCL0_1_1_12,5,5,5,,,,,1,
20080013,红色桥板,,5,-2,桥,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,SCL0_1_1_13_ic,SCL0_1_1_13,5,5,5,,,,,1,
20080014,恐龙蛋2,,5,-2,恐龙时代素材,,,,,,"15,15",,10001,1002,,,0,"15,15",,,,,,,,2,SCL0_2_1_01_ic,SCL0_2_1_01,60,60,60,,,,,1,
20080015,恐龙头骨,,5,-2,恐龙时代素材,,,,,,"15,15,15;15,15,15",,10001,1002,,,0,"15,15,15;15,15,15",,,,,,,,2,SCL0_3_2_03_ic,SCL0_3_2_03,100,100,100,,,,,1,
20080016,恐龙陷阱展开,,5,-2,陷阱,,,,,,"15,15,15;15,15,15;15,15,15",,10001,1002,,,0,"15,15,15;15,15,15;15,15,15",,,,,,,,2,SCL0_3_3_01_ic,SCL0_3_3_01,5,5,5,,,,,1,
20080017,草地表,,5,-2,地表,,,,,,"15,15,15,15;15,15,15,15",,10001,1002,,,0,"15,15,15,15;15,15,15,15",,,,,,,,2,SCL0_4_2_01_ic,SCL0_4_2_01,1,1,1,,,,,1,
20080018,恐龙颈骨,,5,-2,恐龙时代素材,,,,,,"15,15,15,15,15,15,15,15",,10001,1002,,,0,"15,15,15,15,15,15,15,15",,,,,,,,2,SCL0_8_1_01_ic,SCL0_8_1_01,45,45,45,,,,,1,
20080019,装饰草帘,,5,-2,恐龙时代素材,,,,,,"15,15,15,15,15,15,15,15",,10001,1002,,,0,"0,0,15,15,15,15,0,15",,,,,,,,2,SCL0_8_1_02_ic,SCL0_8_1_02,10,10,10,,,,,1,
20080020,吊桥,,5,-2,恐龙时代素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,SCL1_1_1_01_ic,SCL1_1_1_01,6,6,6,,,,,1,
20080021,火堆,,5,-2,恐龙时代素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,SCL1_1_1_02_01_ic,SCL1_1_1_02_01,24,24,24,,,,,1,
20080022,方块开关,,5,-2,形状,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,SCL1_1_1_03_ic,SCL1_1_1_03,29,29,29,,,,,1,
20080023,三角形方块,,5,-2,形状,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,SCL1_1_1_05_ic,SCL1_1_1_05,32,1,1,,,,,1,
20080024,矩形方块,,5,-2,形状,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,SCL1_1_1_06_ic,SCL1_1_1_06,32,1,1,,,,,1,
20080025,五边形方块,,5,-2,形状,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,SCL1_1_1_07_ic,SCL1_1_1_07,1,1,1,,,,,1,
20080026,六边形方块,,5,-2,形状,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,SCL1_1_1_08_ic,SCL1_1_1_08,32,1,1,,,,,1,
20080027,七边形方块,,5,-2,形状,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,SCL1_1_1_09_ic,SCL1_1_1_09,1,1,1,,,,,1,
20080028,祭坛,,5,-2,恐龙时代素材,,,,,,"15,15,15,15;15,15,15,15;15,15,15,15;15,15,15,15",,10001,1002,,,0,"15,15,15,15;15,15,15,15;15,15,15,15;15,15,15,15",,,,,,,,2,SCL1_4_4_01_ic,SCL1_4_4_01,72,72,72,,,,,1,
20080029,恐龙肋骨,,5,-2,恐龙时代素材,,,,,,"15,15,15,15,15;15,15,15,15,15;15,15,15,15,15",,10001,1002,,,0,"15,15,15,15,15;15,15,15,15,15;15,15,15,15,15",,,,,,,,2,SCL0_5_3_01_ic,SCL0_5_3_01,120,120,120,,,,,1,
20080030,破损木桩,,5,-2,恐龙时代素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,SCL2_1_1_02_ic,SCL2_1_1_02,48,48,48,,,,,1,
20080031,藤蔓石块1,,5,-2,恐龙时代素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,SCL2_1_1_03_ic,SCL2_1_1_03,35,35,35,,,,,1,
20080032,藤蔓石块2,,5,-2,恐龙时代素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,SCL2_1_1_04_ic,SCL2_1_1_04,35,35,35,,,,,1,
20080033,藤蔓石块3,,5,-2,恐龙时代素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,SCL2_1_1_05_ic,SCL2_1_1_05,35,35,35,,,,,1,
20080034,围栏门左,,5,-2,恐龙时代素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,SCL2_1_1_06_ic,SCL2_1_1_06,55,55,55,,,,,1,
20080035,围栏门右,,5,-2,恐龙时代素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,SCL2_1_1_07_ic,SCL2_1_1_07,55,55,55,,,,,1,
20080036,荧光石板,,5,-2,恐龙时代素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,SCL2_1_1_08_02_ic,SCL2_1_1_08_02,3,3,3,,,,,1,
20080037,木桩,,5,-2,恐龙时代素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,SCL2_1_1_01_ic,SCL2_1_1_01,60,60,60,,,,,1,
20080038,教室墙1,,5,-2,教室,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,Z_zxjs_1_1_01_ic,Z_zxjs_1_1_01,195,195,195,,,,,1,
20080039,教室墙2,,5,-2,教室,,,,,,15;15,,10001,1002,,,0,15;15,,,,,,,,2,Z_zxjs_1_2_01_ic,Z_wxjs_1_2_01,195,195,195,,,,,1,
20080040,教室墙3,,5,-2,教室,,,,,,"15,15",,10001,1002,,,0,"15,15",,,,,,,,2,Z_zxjs_2_1_01_ic,Z_wxjs_2_1_01,195,195,195,,,,,1,
20080041,教室墙4,,5,-2,教室,,,,,,"15,15",,10001,1002,,,0,"15,15",,,,,,,,2,Z_zxjs_2_1_02_ic,Z_wxjs_2_1_05,195,195,195,,,,,1,
20080042,教室墙5,,5,-2,教室,,,,,,"15,15",,10001,1002,,,0,"15,15",,,,,,,,2,Z_zxjs_2_1_03_ic,Z_wxjs_2_1_02,195,195,195,,,,,1,
20080043,教室墙6,,5,-2,教室,,,,,,"15,15",,10001,1002,,,0,"15,15",,,,,,,,2,Z_zxjs_2_1_04_ic,Z_wxjs_2_1_03,195,195,195,,,,,1,
20080044,教室墙7,,5,-2,教室,,,,,,"15,15",,10001,1002,,,0,"15,15",,,,,,,,2,Z_zxjs_2_1_05_ic,Z_wxjs_2_1_04,195,195,195,,,,,1,
20080045,教室桌椅,,5,-2,教室,,,,,,"15,15",,10001,1002,,,0,"15,15",,,,,,,,2,Z_zxjs_2_1_06_ic,Z_zxjs_2_1_06,75,75,75,,,,,1,
20080046,教室柜子1,,5,-2,教室,,,,,,"15,15",,10001,1002,,,0,"15,15",,,,,,,,2,Z_zxjs_2_1_07_ic,Z_zxjs_2_1_07,195,195,195,,,,,1,
20080047,教室桌椅2,,5,-2,教室,,,,,,"15,15,15",,10001,1002,,,0,"15,15,15",,,,,,,,2,Z_zxjs_3_1_01_ic,Z_zxjs_3_1_01,65,65,65,,,,,1,
20080048,教室屏幕,,5,-2,教室,,,,,,"15,15,15",,10001,1002,,,0,"15,15,15",,,,,,,,2,Z_zxjs_3_1_02_ic,Z_zxjs_3_1_02,150,150,150,,,,,1,
20080049,生日快乐立牌,,5,-2,生日快乐立牌,,,,,,"15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15",,10001,1002,,,0,"0,0,15,15,15,15,0,0;0,0,15,15,15,15,0,0",,,,,,,,2,JMG5L45_8_2_01_ic,JMG5L45_8_2_01,330,1,1,,,,,1,
20090001,番茄,,5,-2,厨房工厂食材素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,CFGC_1_1_01_ic,CFGC_1_1_01,11,11,11,,,,,1,
20090002,腐烂番茄,,5,-2,厨房工厂食材素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,CFGC_1_1_09_ic,CFGC_1_1_09,11,11,11,,,,,1,
20090003,胡萝卜,,5,-2,厨房工厂食材素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,CFGC_1_1_02_ic,CFGC_1_1_02,11,11,11,,,,,1,
20090004,萝卜叶,,5,-2,厨房工厂食材素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,CFGC_1_1_03_ic,CFGC_1_1_03,11,11,11,,,,,1,
20090005,整棵包菜,,5,-2,厨房工厂食材素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,CFGC_1_1_04_ic,CFGC_1_1_04,11,11,11,,,,,1,
20090006,包菜叶,,5,-2,厨房工厂食材素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,CFGC_1_1_05_ic,CFGC_1_1_05,11,11,11,,,,,1,
20090007,土豆,,5,-2,厨房工厂食材素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,CFGC_1_1_06_ic,CFGC_1_1_06,11,11,11,,,,,1,
20090008,削皮土豆,,5,-2,厨房工厂食材素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,xiaopitudou_ic,xiaopitudou,11,11,11,,,,,1,
20090009,发芽土豆,,5,-2,厨房工厂食材素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,CFGC_1_1_07_ic,CFGC_1_1_07,11,11,11,,,,,1,
20090010,土豆皮,,5,-2,厨房工厂食材素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,CFGC_1_1_08_ic,CFGC_1_1_08,11,11,11,,,,,1,
20090011,青菜,,5,-2,厨房工厂食材素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,CFGC_1_1_10_ic,CFGC_1_1_10,11,11,11,,,,,1,
20090012,青菜叶,,5,-2,厨房工厂食材素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,CFGC_1_1_11_ic,CFGC_1_1_11,11,11,11,,,,,1,
20090013,青椒,,5,-2,厨房工厂食材素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,qingjiao_ic,qingjiao,11,11,11,,,,,1,
20090014,新鲜的鱼,,5,-2,厨房工厂食材素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,CFGC_1_1_13_ic,CFGC_1_1_13,11,11,11,,,,,1,
20090015,不新鲜的鱼,,5,-2,厨房工厂食材素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,CFGC_1_1_14_ic,CFGC_1_1_14,11,11,11,,,,,1,
20090016,鱼头,,5,-2,厨房工厂食材素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,CFGC_1_1_15_ic,CFGC_1_1_15,11,11,11,,,,,1,
20090017,鱼身,,5,-2,厨房工厂食材素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,CFGC_1_1_16_ic,CFGC_1_1_16,11,11,11,,,,,1,
20090018,鸡蛋壳,,5,-2,厨房工厂食材素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,CFGC_1_1_17_ic,CFGC_1_1_17,11,11,11,,,,,1,
20090019,完整鸡蛋,,5,-2,厨房工厂食材素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,CFGC_1_1_18_ic,CFGC_1_1_18,11,11,11,,,,,1,
20090020,坏鸡蛋,,5,-2,厨房工厂食材素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,CFGC_1_1_19_ic,CFGC_1_1_19,11,11,11,,,,,1,
20090021,荷包蛋,,5,-2,厨房工厂食材素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,CFGC_1_1_20_ic,CFGC_1_1_20,11,11,11,,,,,1,
20090022,豆腐,,5,-2,厨房工厂食材素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,CFGC_1_1_21_ic,CFGC_1_1_21,11,11,11,,,,,1,
20090023,猪肉,,5,-2,厨房工厂食材素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,CFGC_1_1_22_ic,CFGC_1_1_22,11,11,11,,,,,1,
20090024,不新鲜猪肉,,5,-2,厨房工厂食材素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,CFGC_1_1_23_ic,CFGC_1_1_23,11,11,11,,,,,1,
20090025,苹果,,5,-2,厨房工厂食材素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,CFGC_1_1_24_ic,CFGC_1_1_24,11,11,11,,,,,1,
20090026,葡萄,,5,-2,厨房工厂食材素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,CFGC_1_1_25_ic,CFGC_1_1_25,11,11,11,,,,,1,
20090027,西瓜,,5,-2,厨房工厂食材素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,CFGC_1_1_26_ic,CFGC_1_1_26,11,11,11,,,,,1,
20090028,香蕉,,5,-2,厨房工厂食材素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,CFGC_1_1_27_ic,CFGC_1_1_27,11,11,11,,,,,1,
20090029,酸奶,,5,-2,厨房工厂食材素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,CFGC_1_1_28_ic,CFGC_1_1_28,11,11,11,,,,,1,
20090030,鲜牛奶,,5,-2,厨房工厂食材素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,CFGC_1_1_29_ic,CFGC_1_1_29,11,11,11,,,,,1,
20090031,面条,,5,-2,厨房工厂食材素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,CFGC_1_1_30_ic,CFGC_1_1_30,11,11,11,,,,,1,
20090032,青椒炒肉丝,,5,-2,厨房工厂食材素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,CFGC_1_1_31_ic,CFGC_1_1_31,11,11,11,,,,,1,
20090033,青椒肉丝饭,,5,-2,厨房工厂食材素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,CFGC_1_1_32_ic,CFGC_1_1_32,11,11,11,,,,,1,
20090034,青椒肉丝面,,5,-2,厨房工厂食材素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,CFGC_1_1_33_ic,CFGC_1_1_33,11,11,11,,,,,1,
20090035,土豆烧肉,,5,-2,厨房工厂食材素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,CFGC_1_1_34_ic,CFGC_1_1_34,11,11,11,,,,,1,
20090036,土豆烧肉盖饭,,5,-2,厨房工厂食材素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,CFGC_1_1_35_ic,CFGC_1_1_35,11,11,11,,,,,1,
20090037,土豆烧肉面,,5,-2,厨房工厂食材素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,CFGC_1_1_36_ic,CFGC_1_1_36,11,11,11,,,,,1,
20090038,番茄炒蛋,,5,-2,厨房工厂食材素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,CFGC_1_1_37_ic,CFGC_1_1_37,11,11,11,,,,,1,
20090039,番茄炒蛋盖饭,,5,-2,厨房工厂食材素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,CFGC_1_1_38_ic,CFGC_1_1_38,11,11,11,,,,,1,
20090040,番茄炒蛋面,,5,-2,厨房工厂食材素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,CFGC_1_1_39_ic,CFGC_1_1_39,11,11,11,,,,,1,
20090041,青椒炒蛋,,5,-2,厨房工厂食材素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,CFGC_1_1_40_ic,CFGC_1_1_40,11,11,11,,,,,1,
20090042,青椒炒蛋盖饭,,5,-2,厨房工厂食材素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,CFGC_1_1_41_ic,CFGC_1_1_41,11,11,11,,,,,1,
20090043,青椒炒蛋面,,5,-2,厨房工厂食材素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,CFGC_1_1_42_ic,CFGC_1_1_42,11,11,11,,,,,1,
20090044,番茄鱼片,,5,-2,厨房工厂食材素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,CFGC_1_1_43_ic,CFGC_1_1_43,11,11,11,,,,,1,
20090045,番茄鱼片盖饭,,5,-2,厨房工厂食材素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,CFGC_1_1_44_ic,CFGC_1_1_44,11,11,11,,,,,1,
20090046,番茄鱼片面,,5,-2,厨房工厂食材素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,CFGC_1_1_45_ic,CFGC_1_1_45,11,11,11,,,,,1,
20090047,胡萝卜炒肉片,,5,-2,厨房工厂食材素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,CFGC_1_1_46_ic,CFGC_1_1_46,11,11,11,,,,,1,
20090048,胡萝卜炒肉饭,,5,-2,厨房工厂食材素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,CFGC_1_1_47_ic,CFGC_1_1_47,11,11,11,,,,,1,
20090049,胡萝卜炒肉面,,5,-2,厨房工厂食材素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,CFGC_1_1_48_ic,CFGC_1_1_48,11,11,11,,,,,1,
20090050,包菜回锅肉,,5,-2,厨房工厂食材素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,CFGC_1_1_49_ic,CFGC_1_1_49,11,11,11,,,,,1,
20090051,包菜回锅肉饭,,5,-2,厨房工厂食材素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,CFGC_1_1_50_ic,CFGC_1_1_50,11,11,11,,,,,1,
20090052,包菜回锅肉面,,5,-2,厨房工厂食材素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,CFGC_1_1_51_ic,CFGC_1_1_51,11,11,11,,,,,1,
20090053,番茄丸子,,5,-2,厨房工厂食材素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,CFGC_1_1_52_ic,CFGC_1_1_52,11,11,11,,,,,1,
20090054,番茄丸子饭,,5,-2,厨房工厂食材素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,CFGC_1_1_53_ic,CFGC_1_1_53,11,11,11,,,,,1,
20090055,番茄丸子面,,5,-2,厨房工厂食材素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,CFGC_1_1_54_ic,CFGC_1_1_54,11,11,11,,,,,1,
20090056,青菜豆腐汤,,5,-2,厨房工厂食材素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,CFGC_1_1_55_ic,CFGC_1_1_55,11,11,11,,,,,1,
20090057,不可名状的食材,,5,-2,厨房工厂食材素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,CFGC_1_1_62_ic,CFGC_1_1_62,11,11,11,,,,,1,
20090058,一碗饭,,5,-2,厨房工厂食材素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,CFGC_1_1_57_ic,CFGC_1_1_57,11,11,11,,,,,1,
20090059,萝卜,,5,-2,厨房工厂食材素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,luobo_ic,luobo,11,11,11,,,,,1,
20090060,生虾,,5,-2,厨房工厂食材素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,CFGC_1_1_63_ic,CFGC_1_1_63,11,11,11,,,,,1,
20090061,煮熟的虾,,5,-2,厨房工厂食材素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,CFGC_1_1_64_ic,CFGC_1_1_64,11,11,11,,,,,1,
20090062,烧焦的虾,,5,-2,厨房工厂食材素材,,,,,,15,,10001,1002,,,0,15,,,,,,,,2,CFGC_1_1_65_ic,CFGC_1_1_65,11,11,11,,,,,1,
30000004,厨房墙2,,5,-2,厨房工厂装饰素材,,,,,,"15,15",,10001,1002,,,0,"15,15",,,,,,,,2,Z_chufang_2_1_04_ic,Z_chufang_2_1_04,200,200,200,,,,,1,
30000005,厨房墙3,,5,-2,厨房工厂装饰素材,,,,,,"15,15",,10001,1002,,,0,"15,15",,,,,,,,2,Z_chufang_2_1_05_ic,Z_chufang_2_1_05,200,200,200,,,,,1,
30000006,厨房墙4,,5,-2,厨房工厂装饰素材,,,,,,"15,15",,10001,1002,,,0,"15,15",,,,,,,,2,Z_chufang_2_1_06_ic,Z_chufang_2_1_06,200,200,200,,,,,1,
30000007,厨房墙5,,5,-2,厨房工厂装饰素材,,,,,,"15,15",,10001,1002,,,0,"15,15",,,,,,,,2,Z_chufang_2_1_07_ic,Z_chufang_2_1_07,200,200,200,,,,,1,
30000008,厨房墙6,,5,-2,厨房工厂装饰素材,,,,,,"15,15",,10001,1002,,,0,"15,15",,,,,,,,2,Z_chufang_2_1_08_ic,Z_chufang_2_1_08,200,200,200,,,,,1,
30000009,厨房墙7,,5,-2,厨房工厂装饰素材,,,,,,"15,15",,10001,1002,,,0,"15,15",,,,,,,,2,Z_chufang_2_1_09_ic,Z_chufang_2_1_09,200,200,200,,,,,1,
30000010,厨房墙8,,5,-2,厨房工厂装饰素材,,,,,,"15,15",,10001,1002,,,0,"15,15",,,,,,,,2,Z_chufang_2_1_10_ic,Z_chufang_2_1_10,200,200,200,,,,,1,
30000011,厨房墙9,,5,-2,厨房工厂装饰素材,,,,,,"15,15",,10001,1002,,,0,"15,15",,,,,,,,2,Z_chufang_2_1_11_ic,Z_chufang_2_1_11,200,200,200,,,,,1,
30000012,厨房墙10,,5,-2,厨房工厂装饰素材,,,,,,"15,15",,10001,1002,,,0,"15,15",,,,,,,,2,Z_chufang_2_1_12_ic,Z_chufang_2_1_12,200,200,200,,,,,1,
30000013,厨房墙11,,5,-2,厨房工厂装饰素材,,,,,,"15,15",,10001,1002,,,0,"15,15",,,,,,,,2,Z_chufang_2_1_13_ic,Z_chufang_2_1_13,200,200,200,,,,,1,
30000014,厨房墙12,,5,-2,厨房工厂装饰素材,,,,,,"15,15",,10001,1002,,,0,"15,15",,,,,,,,2,Z_chufang_2_1_14_ic,Z_chufang_2_1_14,200,200,200,,,,,1,
30000015,厨房墙13,,5,-2,厨房工厂装饰素材,,,,,,"15,15",,10001,1002,,,0,"15,15",,,,,,,,2,Z_chufang_2_1_15_ic,Z_chufang_2_1_15,200,200,200,,,,,1,
30000016,厨房墙14,,5,-2,厨房工厂装饰素材,,,,,,"15,15",,10001,1002,,,0,"15,15",,,,,,,,2,Z_chufang_2_1_16_ic,Z_chufang_2_1_16,200,200,200,,,,,1,
30000017,厨房墙15,,5,-2,厨房工厂装饰素材,,,,,,"15,15",,10001,1002,,,0,"15,15",,,,,,,,2,Z_chufang_2_1_17_ic,Z_chufang_2_1_17,200,200,200,,,,,1,
30000018,梦幻厨房墙1,,5,-2,厨房工厂装饰素材,,,,,,"15,15",,10001,1002,,,0,"15,15",,,,,,,,2,Z_mxst_2_1_01_ic,Z_mxst_2_1_01,200,200,200,,,,,1,
