物件ID,物件名称,Varia的Icon,Varia的描述,"类型
5.建筑物品
7.地块
8.资源（地图上刷出来的资源）
10.地板
11.墙面 
     1.普通墙面（自动建造会围绕着地板）
     2.栅栏（自动建造不围绕着地板）
     3.门（门后方不可建造其他物品）
12.窗户
17.地表（特指用于装饰地块的物件）",子类型,纹理1,补充纹理,行走矮边高,行走高边高,物件高边 ,物件逻辑投影,通行方向,物件形状,"是否多格物件（特指不切图装饰物）
1为多格物件
0不为多格物件","物件上是否可建造
0不能建造
1可以建造但不会被覆盖
2插旗时被删除",建造高度,"建造类型
1.储物类(ArchStorage)
2.制造类(ArchProduction)
3.提示类(ArchPrompt)
4.时间类(ArchProduction)
5.状态类(ArchStateSend)","制造id
对应自己制造类型表中的id",接受状态ids,功能扩展,地形类型,是否有缓动效果,场景效果根锚点,照亮范围,遮挡是否产生半透,不显示在代码块下拉中,idle效果,死亡效果
6001054,电脑城8_9装饰1,dnc_8_9_01,电脑城8_9装饰1,5,,dnc_8_9_01,,165,165,0,"15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15","0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0","8,9,15,0",1,0,480,0,0,0,0,,0,,0,1,1,,
6001055,电脑城20_16装饰1,dnc_20_16_01,电脑城20_16装饰1,5,,dnc_20_16_01,,165,165,0,"15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15;15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15","0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0;0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0","20,16,15,0",1,0,504,0,0,0,0,,0,,0,1,1,,
7001001,甜点镇1_1装饰1,tdz_1_1_00,甜点镇1_1装饰1,5,,tdz_1_1_00,,177,177,0,15,0,"1,1,15,0",0,0,177,0,0,0,0,,0,,0,1,1,,
7001002,甜点镇1_1装饰2,tdz_1_1_13,甜点镇1_1装饰2,5,,tdz_1_1_13,,105,105,0,15,0,"1,1,15,0",0,0,105,0,0,0,0,,0,,0,1,1,,
7001003,甜点镇1_1装饰3,tdz_1_1_14,甜点镇1_1装饰3,5,,tdz_1_1_14,,89,89,0,15,0,"1,1,15,0",0,0,89,0,0,0,0,,0,,0,1,1,,
7001004,甜点镇1_1装饰4,tdz_1_1_15,甜点镇1_1装饰4,5,,tdz_1_1_15,,66,66,0,15,0,"1,1,15,0",0,0,66,0,0,0,0,,0,,0,1,1,,
7001005,甜点镇1_1装饰5,tdz_1_1_16,甜点镇1_1装饰5,5,,tdz_1_1_16,,96,96,0,15,0,"1,1,15,0",0,0,96,0,0,0,0,,0,,0,1,1,,
7001006,甜点镇1_1装饰6,tdz_1_1_17,甜点镇1_1装饰6,17,,tdz_1_1_17,,,,0,15,,"1,1,15,-1",0,1,2,0,0,0,0,,0,,0,0,1,,
7001007,甜点镇1_1装饰7,tdz_1_1_18,甜点镇1_1装饰7,17,,tdz_1_1_18,,,,0,15,,"1,1,15,-1",0,1,2,0,0,0,0,,0,,0,0,1,,
7001008,甜点镇1_1装饰8,tdz_1_1_19,甜点镇1_1装饰8,17,,tdz_1_1_19,,,,0,15,,"1,1,15,-1",0,1,2,0,0,0,0,,0,,0,1,1,,
7001009,甜点镇1_1装饰9,tdz_1_1_20,甜点镇1_1装饰9,5,,tdz_1_1_20,,140,140,0,15,0,"1,1,15,0",0,0,140,0,0,0,0,,0,,0,1,1,,
7001010,甜点镇1_1装饰10,tdz_1_1_21,甜点镇1_1装饰10,5,,tdz_1_1_21,,30,30,0,15,15,"1,1,15,15",0,1,30,0,0,0,0,,0,,0,1,1,,
7001011,甜点镇1_1装饰11,tdz_1_1_22,甜点镇1_1装饰11,5,,tdz_1_1_22,,135,135,0,15,0,"1,1,15,0",0,0,135,0,0,0,0,,0,,0,1,1,,
7001012,甜点镇1_2装饰1,tdz_2_1_01,甜点镇1_2装饰1,5,,tdz_2_1_01,,302,302,0,"15,15","0,0","1,2,15,0",0,0,302,0,0,0,0,,0,,0,1,1,,
7001013,甜点镇1_2装饰2,tdz_2_1_02,甜点镇1_2装饰2,17,,tdz_2_1_02,,,,0,"15,15",,"1,2,15,-1",0,1,1,0,0,0,0,,0,,0,0,1,,
7001014,甜点镇1_2装饰3,tdz_2_1_03,甜点镇1_2装饰3,17,,tdz_2_1_03,,,,0,"15,15",,"1,2,15,-1",0,1,1,0,0,0,0,,0,,0,0,1,,
7001015,甜点镇1_2装饰4,tdz_2_1_04,甜点镇1_2装饰4,17,,tdz_2_1_04,,,,0,"15,15",,"1,2,15,-1",0,1,1,0,0,0,0,,0,,0,0,1,,
7001016,甜点镇1_2装饰5,tdz_2_1_05,甜点镇1_2装饰5,17,,tdz_2_1_05,,,,0,"15,15",,"1,2,15,-1",0,1,1,0,0,0,0,,0,,0,0,1,,
7001017,甜点镇1_2装饰6,tdz_2_1_06,甜点镇1_2装饰6,5,,tdz_2_1_06,,70,70,0,"15,15","15,15","1,2,15,15",0,1,70,0,0,0,0,,0,,0,1,1,,
7001018,甜点镇1_2装饰7,tdz_2_1_07,甜点镇1_2装饰7,5,,tdz_2_1_07,,97,97,0,"15,15","0,0","1,2,15,0",0,0,97,0,0,0,0,,0,,0,1,1,,
7001019,甜点镇2_2装饰1,tdz_2_2_10,甜点镇2_2装饰1,5,,tdz_2_2_10,,186,186,0,"15,15;15,15","0,0;0,0","2,2,15,0",1,0,186,0,0,0,0,,0,,0,1,1,,
7001020,甜点镇2_2装饰2,tdz_2_2_11,甜点镇2_2装饰2,5,,tdz_2_2_11,,188,188,0,"15,15;15,15","0,0;0,0","2,2,15,0",1,0,188,0,0,0,0,,0,,0,1,1,,
7001021,甜点镇2_2装饰3,tdz_2_2_12,甜点镇2_2装饰3,5,,tdz_2_2_12,,178,178,0,"15,15;15,15","0,0;0,0","2,2,15,0",1,0,178,0,0,0,0,,0,,0,1,1,,
7001022,甜点镇2_2装饰4,tdz_2_2_13,甜点镇2_2装饰4,5,,tdz_2_2_13,,151,151,0,"15,15;15,15","0,0;0,0","2,2,15,0",1,0,151,0,0,0,0,,0,,0,1,1,,
7001023,甜点镇2_2装饰5,tdz_2_2_14,甜点镇2_2装饰5,5,,tdz_2_2_14,,70,70,0,"15,15;15,15","15,15;15,15","2,2,15,15",1,0,70,0,0,0,0,,0,,0,1,1,,
7001024,甜点镇2_2装饰6,tdz_2_2_15,甜点镇2_2装饰6,5,,tdz_2_2_15,,60,60,0,"15,15;15,15","15,15;15,15","2,2,15,15",1,0,60,0,0,0,0,,0,,0,1,1,,
7001025,甜点镇2_2装饰7,tdz_2_2_16,甜点镇2_2装饰7,5,,tdz_2_2_16,,60,60,0,"15,15;15,15","15,15;15,15","2,2,15,15",1,0,60,0,0,0,0,,0,,0,1,1,,
7001026,甜点镇3_1装饰1,tdz_3_1_01,甜点镇3_1装饰1,5,,tdz_3_1_01,,358,358,0,15;15;15,0;0;0,"3,1,15,0",0,0,370,0,0,0,0,,0,,0,1,1,,
7001027,甜点镇3_1装饰2,tdz_3_1_02,甜点镇3_1装饰2,5,,tdz_3_1_02,,358,358,0,15;15;15,0;0;0,"3,1,15,0",0,0,370,0,0,0,0,,0,,0,1,1,,
7001028,甜点镇3_2装饰1,tdz_3_2_01,甜点镇3_2装饰1,17,,tdz_3_2_01,,8,8,0,"15,15;15,15;15,15","15,15;15,15;15,15","3,2,15,15",1,1,22,0,0,0,0,,0,,0,0,1,,
7001029,甜点镇3_2装饰2,tdz_3_2_02,甜点镇3_2装饰2,5,,tdz_3_2_02,,70,70,0,"15,15;15,15;15,15","15,15;15,15;15,15","3,2,15,15",1,1,70,0,0,0,0,,0,,0,1,1,,
7001030,甜点镇3_2装饰3,tdz_3_2_03,甜点镇3_2装饰3,17,,tdz_3_2_03,,9,9,0,"15,15;15,15;15,15","15,15;15,15;15,15","3,2,15,15",1,1,10,0,0,0,0,,0,,0,0,1,,
7001031,甜点镇4_4装饰1,tdz_4_4_01,甜点镇4_4装饰1,5,,tdz_4_4_01,,439,439,0,"15,15,15,15;15,15,15,15;15,15,15,15;15,15,15,15","0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0","4,4,15,0",1,0,439,0,0,0,0,,0,,0,1,1,,
7001032,甜点镇4_4装饰2,tdz_4_4_02,甜点镇4_4装饰2,5,,tdz_4_4_02,,377,377,0,"15,15,15,15;15,15,15,15;15,15,15,15;15,15,15,15","0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0","4,4,15,0",1,0,377,0,0,0,0,,0,,0,1,1,,
7001033,甜点镇4_4装饰3,tdz_4_4_03,甜点镇4_4装饰3,5,,tdz_4_4_03,,448,448,0,"15,15,15,15;15,15,15,15;15,15,15,15;15,15,15,15","0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0","4,4,15,0",1,0,448,0,0,0,0,,0,,0,1,1,,
7001034,甜点镇4_4装饰4,tdz_4_4_04,甜点镇4_4装饰4,5,,tdz_4_4_04,,367,367,0,"15,15,15,15;15,15,15,15;15,15,15,15;15,15,15,15","0,0,0,0;0,0,0,0;0,0,0,0;0,0,0,0","4,4,15,0",1,0,367,0,0,0,0,,0,,0,1,1,,
7001035,甜点镇7_9装饰1,tdz_7_9_01,甜点镇7_9装饰1,17,,tdz_7_9_01,,,,0,,"15,0;","7,9,15,15",0,1,1,0,0,0,0,,0,,0,0,1,,
7001036,甜点镇10_11装饰1,tdz_10_11_01,甜点镇10_11装饰1,5,,tdz_10_11_01,,540,540,0,"8,8,8;","7,7,7;","10,11,15,0",1,0,900,0,0,0,0,,0,,0,1,1,,
7001037,甜点镇17_17装饰1,tdz_17_17_01,甜点镇17_17装饰1,5,,tdz_17_17_01,,300,300,0,,,"17,17,15,0",1,0,674,0,0,0,0,,0,,0,1,1,,
7001038,甜点镇20_16装饰1,tdz_20_16_01,甜点镇20_16装饰1,5,,tdz_20_16_01,,400,400,0,,,"20,16,15,0",1,0,630,0,0,0,0,,0,,0,1,1,,
7001039,甜点镇29_29装饰1,tdz_29_29_01,甜点镇29_29装饰1,5,,tdz_29_29_01,,260,260,0,,"15;15;15;15;15;15;15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0;15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0;15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0;15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0;15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0;15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0;15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0;15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0;15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0;15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0;15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0;15,15,15,15,15,15,15,0,0,0,0,0,0,0,0,0,0,0,0;15;15;15;15;15;15;15;15;15;15;15","29,29,15,15",1,0,646,0,0,0,0,,0,,0,1,1,,
7001040,甜点镇1_1道路1,dktdz_1_1_05,甜点镇1_1道路1,17,,dktdz_1_1_05,,,,0,15,,"1,1,15,-1",0,1,1,0,0,0,0,,0,,0,0,1,,
7001041,甜点镇1_1道路2,tdz_1_1_06,甜点镇1_1道路2,17,,tdz_1_1_06,,,,0,15,,"1,1,15,-1",0,1,1,0,0,0,0,,0,,0,0,1,,
7001042,甜点镇1_1道路3,tdz_1_1_07,甜点镇1_1道路3,17,,tdz_1_1_07,,,,0,15,,"1,1,15,-1",0,1,1,0,0,0,0,,0,,0,0,1,,
7001043,甜点镇1_1道路4,tdz_1_1_08,甜点镇1_1道路4,17,,tdz_1_1_08,,,,0,15,,"1,1,15,-1",0,1,1,0,0,0,0,,0,,0,0,1,,
7001044,甜点镇1_1道路5,tdz_1_1_09,甜点镇1_1道路5,17,,tdz_1_1_09,,,,0,15,,"1,1,15,-1",0,1,1,0,0,0,0,,0,,0,0,1,,
7001045,甜点镇1_1道路6,tdz_1_1_23,甜点镇1_1道路6,17,,tdz_1_1_23,,,,0,15,,"1,1,15,-1",0,1,1,0,0,0,0,,0,,0,0,1,,
7001046,甜点镇1_1道路7,tdz_1_1_24,甜点镇1_1道路7,17,,tdz_1_1_24,,,,0,15,,"1,1,15,-1",0,1,1,0,0,0,0,,0,,0,0,1,,
7001047,甜点镇1_1道路8,tdz_1_1_25,甜点镇1_1道路8,17,,tdz_1_1_25,,,,0,15,,"1,1,15,-1",0,1,1,0,0,0,0,,0,,0,0,1,,
7001048,甜点镇1_1道路9,tdz_1_1_26,甜点镇1_1道路9,17,,tdz_1_1_26,,,,0,15,,"1,1,15,-1",0,1,1,0,0,0,0,,0,,0,0,1,,
7001049,甜点镇1_1道路10,tdz_1_1_27,甜点镇1_1道路10,17,,tdz_1_1_27,,,,0,15,,"1,1,15,-1",0,1,1,0,0,0,0,,0,,0,0,1,,
7001050,甜点镇1_1道路11,tdz_1_1_28,甜点镇1_1道路11,17,,tdz_1_1_28,,,,0,15,,"1,1,15,-1",0,0,1,0,0,0,0,,0,,0,0,1,,
7001051,甜点镇1_1萤火虫1,tdz_1_1_12,甜点镇1_1萤火虫1,17,,tdz_1_1_12,,,,0,15,,"1,1,15,-1",0,1,1,0,0,0,0,,0,,0,0,1,,
7001052,甜点镇1_1道路斑点1,tdz_1_1_30,甜点镇1_1道路斑点1,17,,tdz_1_1_30,,,,0,15,,"1,1,15,-1",0,1,1,0,0,0,0,,0,,0,0,1,,
7001053,甜点镇1_1道路斑点2,tdz_1_1_31,甜点镇1_1道路斑点2,17,,tdz_1_1_31,,,,0,15,,"1,1,15,-1",0,1,1,0,0,0,0,,0,,0,0,1,,
7001054,甜点镇1_1道路斑点3,tdz_1_1_32,甜点镇1_1道路斑点3,17,,tdz_1_1_32,,,,0,15,,"1,1,15,-1",0,1,1,0,0,0,0,,0,,0,0,1,,
7001055,甜点镇2_2道路斑点1,tdz_2_2_17,甜点镇2_2道路斑点1,17,,tdz_2_2_17,,,,0,"15,15;15,15",,"2,2,15,-1",0,1,1,0,0,0,0,,0,,0,0,1,,
7001056,甜点镇2_2道路斑点2,tdz_2_2_18,甜点镇2_2道路斑点2,17,,tdz_2_2_18,,,,0,"15,15;15,15",,"2,2,15,-1",0,1,1,0,0,0,0,,0,,0,0,1,,
7001057,甜点镇2_2道路斑点3,tdz_2_2_19,甜点镇2_2道路斑点3,17,,tdz_2_2_19,,,,0,"15,15;15,15",,"2,2,15,-1",0,1,1,0,0,0,0,,0,,0,0,1,,
7001058,甜点镇5_5点心1,tdz_5_5_01,甜点镇5_5点心1,5,,tdz_5_5_01,,400,400,0,"15,15,15,15,15;15,15,15,15,15;15,15,15,15,15;15,15,15,15,15;15,15,15,15,15","0,0,0,0,0;0,0,0,0,0;0,0,0,0,0;0,0,0,0,0;0,0,0,0,0","5,5,15,0",1,0,400,0,0,0,0,,0,,0,1,1,,
7001059,甜点镇_1装饰草1,tdz_1_1_10,甜点镇_1装饰草1,17,,tdz_1_1_10,,,,0,15,,"1,1,15,-1",0,1,1,0,0,0,0,,1,,0,0,1,,
7001060,甜点镇_1装饰草2,tdz_1_1_11,甜点镇_1装饰草2,17,,tdz_1_1_11,,,,0,15,,"1,1,15,-1",0,1,1,0,0,0,0,,1,,0,0,1,,
7001061,甜点镇2_2_10棒棒糖,obvtdz_2_2_10,甜点镇2_2_10棒棒糖,5,,obvtdz_2_2_10,,158,158,0,"15,15;15,15",,"2,2,15,0",0,0,158,0,0,0,0,,0,,0,1,1,,
7001062,地块1,zxcell_cy1_DK,地块1,7,,zxcell_cy1_DK,,75,75,0,15,15,"1,1,15,15",0,1,75,0,0,0,0,1,0,,0,0,1,5,
7001063,地块2,zxcell_cy2_DK,地块2,7,,zxcell_cy2_DK,,75,75,0,15,15,"1,1,15,15",0,1,75,0,0,0,0,1,0,,0,0,1,5,
7001064,地块3,zxcell_cy3_DK,地块3,7,,zxcell_cy3_DK,,75,75,0,15,15,"1,1,15,15",0,1,75,0,0,0,0,1,0,,0,0,1,5,
7001065,地块4,zxcell_cy4_DK,地块4,7,,zxcell_cy4_DK,,75,75,0,15,15,"1,1,15,15",0,1,75,0,0,0,0,1,0,,0,0,1,5,
7001066,地块5,zxtdz_1_1_01,地块5,7,,zxtdz_1_1_01,,75,75,0,15,15,"1,1,15,15",0,1,75,0,0,0,0,1,0,,0,0,1,5,
7001067,地块6,zxtdz_1_1_02,地块6,7,,zxtdz_1_1_02,,75,75,0,15,15,"1,1,15,15",0,1,75,0,0,0,0,1,0,,0,0,1,5,
7001068,地块7,zxtdz_1_1_03,地块7,7,,zxtdz_1_1_03,,75,75,0,15,15,"1,1,15,15",0,1,75,0,0,0,0,1,0,,0,0,1,5,
7001069,地块8,zxtdz_1_1_04,地块8,7,,zxtdz_1_1_04,,75,75,0,15,15,"1,1,15,15",0,1,75,0,0,0,0,1,0,,0,0,1,5,
7001070,地块9,zxtdz_1_1_05,地块9,7,,zxtdz_1_1_05,,75,75,0,15,15,"1,1,15,15",0,1,75,0,0,0,0,1,0,,0,0,1,5,
7001071,地块10,zxtdz_1_1_06,地块10,7,,zxtdz_1_1_06,,75,75,0,15,15,"1,1,15,15",0,1,75,0,0,0,0,1,0,,0,0,1,5,
7001072,地块11,zxtdz_1_1_07,地块11,7,,zxtdz_1_1_07,,75,75,0,15,15,"1,1,15,15",0,1,75,0,0,0,0,1,0,,0,0,1,5,
7001073,地块12,zxtdz_1_1_08,地块12,7,,zxtdz_1_1_08,,75,75,0,15,15,"1,1,15,15",0,1,75,0,0,0,0,1,0,,0,0,1,5,
7001074,地块13,zxtdz_1_1_09,地块13,7,,zxtdz_1_1_09,,75,75,0,15,15,"1,1,15,15",0,1,75,0,0,0,0,1,0,,0,0,1,5,
7001075,沙漠地块1,zxtdz_1_1_10,沙漠地块1,7,,zxtdz_1_1_10,,75,75,0,15,15,"1,1,15,15",0,1,75,0,0,0,0,6,0,,0,0,1,5,
7001076,沙漠地块2,zxtdz_1_1_11,沙漠地块2,7,,zxtdz_1_1_11,,75,75,0,15,15,"1,1,15,15",0,1,75,0,0,0,0,6,0,,0,0,1,5,
7001077,沙漠地块3,zxtdz_1_1_12,沙漠地块3,7,,zxtdz_1_1_12,,75,75,0,15,15,"1,1,15,15",0,1,75,0,0,0,0,6,0,,0,0,1,5,
7001078,沙漠地块4,zxtdz_1_1_13,沙漠地块4,7,,zxtdz_1_1_13,,75,75,0,15,15,"1,1,15,15",0,1,75,0,0,0,0,6,0,,0,0,1,5,
7001079,沙漠地块5,zxtdz_1_1_14,沙漠地块5,7,,zxtdz_1_1_14,,75,75,0,15,15,"1,1,15,15",0,1,75,0,0,0,0,6,0,,0,0,1,5,
7001080,沙漠地块6,zxtdz_1_1_15,沙漠地块6,7,,zxtdz_1_1_15,,75,75,0,15,15,"1,1,15,15",0,1,75,0,0,0,0,6,0,,0,0,1,5,
7001081,沙漠地块7,zxtdz_1_1_16,沙漠地块7,7,,zxtdz_1_1_16,,75,75,0,15,15,"1,1,15,15",0,1,75,0,0,0,0,6,0,,0,0,1,5,
7001082,沙漠地块8,zxtdz_1_1_17,沙漠地块8,7,,zxtdz_1_1_17,,75,75,0,15,15,"1,1,15,15",0,1,75,0,0,0,0,6,0,,0,0,1,5,
7001083,水块,zxtdz_1_1_18,水块,7,,zxtdz_1_1_18,,70,70,0,15,15,"1,1,15,15",0,1,1,,,,,8,,,,1,,5,
7001084,草地块1,zxtdz_1_1_19,地块,7,,zxtdz_1_1_19,,75,75,0,15,15,"1,1,15,15",0,1,75,0,0,0,0,1,0,,0,0,1,5,
7001085,草地块2,zxtdz_1_1_20,地块,7,,zxtdz_1_1_20,,75,75,0,15,15,"1,1,15,15",0,1,75,0,0,0,0,1,0,,0,0,1,5,
7001086,草地块3,zxtdz_1_1_21,地块,7,,zxtdz_1_1_21,,75,75,0,15,15,"1,1,15,15",0,1,75,0,0,0,0,1,0,,0,0,1,5,
7001087,草地块4,zxtdz_1_1_22,地块,7,,zxtdz_1_1_22,,75,75,0,15,15,"1,1,15,15",0,1,75,0,0,0,0,1,0,,0,0,1,5,
7001088,草地块5,zxtdz_1_1_23,地块,7,,zxtdz_1_1_23,,75,75,0,15,15,"1,1,15,15",0,1,75,0,0,0,0,1,0,,0,0,1,5,
7001089,草地块6,zxtdz_1_1_24,地块,7,,zxtdz_1_1_24,,75,75,0,15,15,"1,1,15,15",0,1,75,0,0,0,0,1,0,,0,0,1,5,
7001090,草地块7,zxtdz_1_1_25,地块,7,,zxtdz_1_1_25,,75,75,0,15,15,"1,1,15,15",0,1,75,0,0,0,0,1,0,,0,0,1,5,
7001091,探索点地块1,wgk_1_1_01,地块,17,,wgk_1_1_01,,,,0,15,,"1,1,15,-1",0,1,1,0,0,0,0,1,0,,0,0,1,,
7001092,探索点地块2,wgk_1_1_02,地块,17,,wgk_1_1_02,,,,0,15,,"1,1,15,-1",0,1,1,0,0,0,0,1,0,,0,0,1,,
7001093,探索点地块3,wgk_1_1_03,地块,17,,wgk_1_1_03,,,,0,15,,"1,1,15,-1",0,1,1,0,0,0,0,1,0,,0,0,1,,
7001094,探索点地块4,wgk_1_1_04,地块,17,,wgk_1_1_04,,,,0,15,,"1,1,15,-1",0,1,1,0,0,0,0,1,0,,0,0,1,,
7001095,火台,wgk_1_1_06,装饰,5,,wgk_1_1_06,,150,150,0,15,0,"1,1,15,0",0,0,150,0,0,0,0,,0,,0,1,1,,
7001096,遗迹石柱,wgk_1_1_07,装饰,5,,wgk_1_1_07,,270,270,0,15,0,"1,1,15,0",0,0,270,0,0,0,0,,0,,0,1,1,,
7001097,遗迹台子,wgk_1_1_08,装饰,5,,wgk_1_1_08,,120,120,0,15,0,"1,1,15,0",0,0,120,0,0,0,0,,0,,0,1,1,,
7001098,草地块8,zxtdz_1_1_26,地块,7,,zxtdz_1_1_26,,75,75,0,15,15,"1,1,15,15",0,1,75,0,0,0,0,1,0,,0,0,1,5,
7001099,草地块9,zxtdz_1_1_27,地块,7,,zxtdz_1_1_27,,75,75,0,15,15,"1,1,15,15",0,1,75,0,0,0,0,1,0,,0,0,1,5,
7001100,草地块10,zxtdz_1_1_28,地块,7,,zxtdz_1_1_28,,75,75,0,15,15,"1,1,15,15",0,1,75,0,0,0,0,1,0,,0,0,1,5,
7001101,草地块11,zxtdz_1_1_29,地块,7,,zxtdz_1_1_29,,75,75,0,15,15,"1,1,15,15",0,1,75,0,0,0,0,1,0,,0,0,1,5,
7001102,草地块12,zxtdz_1_1_30,地块,7,,zxtdz_1_1_30,,75,75,0,15,15,"1,1,15,15",0,1,75,0,0,0,0,1,0,,0,0,1,5,
7001103,草地块13,zxtdz_1_1_31,地块,7,,zxtdz_1_1_31,,75,75,0,15,15,"1,1,15,15",0,1,75,0,0,0,0,1,0,,0,0,1,5,
7001104,草地块14,zxtdz_1_1_32,地块,7,,zxtdz_1_1_32,,75,75,0,15,15,"1,1,15,15",0,1,75,0,0,0,0,1,0,,0,0,1,5,
7001105,桃林云朵,tl_1_1_01,地块,5,,tl_1_1_01,,1,1,0,15,15,"1,1,15,15",0,0,100,0,0,0,0,,0,,0,1,1,,
7001107,石柱,tl_1_1_03,地块,5,,tl_1_1_03,,186,186,0,15,0,"1,1,15,0",0,0,186,0,0,0,0,,0,,0,1,1,,
7001108,蟠桃祭坛,tl_1_1_04,地块,5,,tl_1_1_04,,125,125,0,15,0,"1,1,15,0",0,0,125,0,0,0,0,,0,,0,1,1,,
7001109,桃林装饰5,tl_1_1_05,地块,17,,tl_1_1_05,,,,0,15,,"1,1,15,-1",0,1,1,0,0,0,0,1,0,,0,0,1,,
7001110,桃林装饰6,tl_1_1_06,地块,17,,tl_1_1_06,,,,0,15,,"1,1,15,-1",0,1,1,0,0,0,0,1,0,,0,0,1,,
7001111,桃林装饰7,tl_1_1_07,地块,17,,tl_1_1_07,,,,0,15,,"1,1,15,-1",0,1,1,0,0,0,0,1,0,,0,0,1,,
7001112,栅栏,tl_2_1_01,装饰,5,,tl_2_1_01,,75,75,0,15;15,0;0,"2,1,15,0",0,1,75,0,0,0,0,,0,,0,1,1,,
7001113,红色宝箱,tl_2_1_02,装饰,5,,tl_2_1_02,,110,110,0,"15,15","0,0","2,1,15,0",1,0,110,0,0,0,0,,0,,0,1,1,,
7001114,石山,tl_2_2_03,装饰,5,,tl_2_2_03,,200,200,,"15,15;15,15","0,0;0,0","2,2,15,0",1,0,200,0,0,0,0,,0,,0,1,1,,
7001115,水池,tl_2_2_04,装饰,5,,tl_2_2_04,,125,125,,"15,15;15,15","0,0;0,0","2,2,15,0",1,0,125,0,0,0,0,,0,,0,1,1,,
7001116,千年桃树,tl_4_4_01,装饰,5,,tl_4_4_01,,400,400,,"15,15;15,15","0,0;0,0","2,2,15,0",1,0,400,0,0,0,0,,0,,0,1,1,,
